Images,Method_name,Category,Compartment,Fisrt_name,Last_name,Affiliation,Institute_Acronym,Country,Citation,Project,Eq_name,Analysis_date,Categorised_result,Polymer_type_of_particle_original,Eq_specification,Color,Color_original,Shape,Morphology_original,Size_fraction,Size_range_from_μm,Size_range_to_μm,Size_dimension
17EwC_Hbtp7ATBaEwL_6ejCstg3oNqJvC,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17HlMJi7D1129uMH1TJHhF5npduQcMCjT,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
17PCfElGWpkrdQf4vPiazEP6hlovpoMVx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
15qYW8GFW42EjMoLCfuFYZdYBQruiMN_l,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
15QyG1OWhWpTnnU67CQ_aIP2VIEyhePTO,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
15REQlpIsbO8uctSR-b6vhaUzU_nm6Gur,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
15S4D-CcpY0BnD7A6b8YlemNShBmVTkqO,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
15Wa8AbQfbFOiqvxgNTls0hN2_QEdI_8M,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
13z8rSHCnsbZ-wEHEf0O-NvzvUSlwWSi7,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
148C_SArBLdV2GnBO1FNrYDKBMiEjNHmF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
14B8OaORq1h_N8oaFDjYb_lUJUtnHM6s8,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
15wSJEj5zECtc0kE0eiml_a7NEGH0lqei,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
15vSDyYrGzAe8f1lmmbmUzzL7Wacf2yzF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1650MF6azlIpIlftgzwnDNVv8J91NoGWe,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
166GhhOnpJ8XuTIE54ld7LW4mCrdnQ9wt,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
16UkonV-mohJVmF6Z4G7uv8bXH42bqjLT,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
16fAw1IaiY_VEoDMwZ0VVK3PGuormLkga,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
16gK7d7jkKwEOEuJUpA55aiL7bGQQQW-s,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
150SDtDF_VWYrTrgPMhIszBlP9gBCnlgP,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14H3H5TXY7dL4Tv1bDxqIkWOGcISpEqeP,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
152sw9f3wXMiWgG0oaVaPsaEdjKAEh3Wa,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
154qFbFjeHz9Rt0gZ594NuQiZ4Me2cyAa,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
154rERkygs5R49vLJ-KeM_5QSAAro9x8V,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
158N_bC0IvWhYxXXVsd1Qpn3IiBfnJtHq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
15BJeaHE0TVmUjS5qxaaitc-aN4RZLiHn,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
15GD6XPZxafKVLE3KaM2u0cKde6L0Aerq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
15KabXApL7pqL_QRwo59yWr_GIiz7Icbt,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
15Mw0lorDtJGivv7LlygJ9yKwHpTJLH45,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
15PA-tWqgEeqow1Da01M_SbiW2c14Pvk6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
15QmO3y1V9EHFgL45cghsU2yBzYpo4Vm9,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
14LCnfYWLg6Oef9iFhDcHmT2iBEF-B_v6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Transparent,Clear,Sphere,Sphere,NA,NA,NA,nominal
13JP8Ua7cTsvWTJ49FCNng2Stkh_tAKmy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PVC,PVC,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
13Q5PmvZSdDnsyhN3BVmAqoqsOzCNHfFm,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,cellulose,cellulose,NA,White,White,Fiber,Fiber,NA,NA,NA,nominal
13aLKxSwnqKefjS5I8WXBVfHBJPv6BXHN,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
13V4ODHXWQxAJmp7mcMDmkCLc7iqgt41K,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PVC,PVC,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
13b9KCQPKQzySrRhRMAInRczAg9s742Ev,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
13ge6xI5cYmwtl7WcleEyzeK_aYovQ_kH,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
13hGsi8oolZtVsFQqeuZYbxfYHMb5nvCw,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14N_RwYYH1Kd9BJW4LyS5CaXOTeKzXTQy,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
13jtymgZegkJ0sLl4NxkMbK2kwGXZ-9Ep,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14NmZu1NTWnrNYYNYTB0qkQ7zL_2yZtUF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14OhEfoAoCxi_3zlfD2lwJHE78U02fvdm,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PVC,PVC,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
14QPIRa0O0i3LrmQOo7LcDEaRqHyT4QOl,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14S2gRZdxNzupt4Eygme3OS-35vxtaH8H,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14TO9cHPxeQ0qGOGDT1TucXBdxU2sbByx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14VDsNa_KIiceyhL7wDw_XJqhaTTdaQRq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14eCs1Ab6VXJRX3j8aE8vX_tS93sfE79z,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14n1Tri8m34ABsgwTmKSBgRofbmMPNmnt,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
14wWwsfUFHcQE1qXadNd8P7m8niCqdJ0h,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
13IMQ55vI3N1j66U8CvlBk8voY82JaDrl,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
13ncUfGuZb6UmHaB6I1jxp05vABZSRrHQ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PVC or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1zq3-L07kG2LRukNFxfyRqHFnKypCHdr4,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Fragment,Fragment,NA,NA,NA,nominal
1zqNMPy4d4E4y6XMdySti6MCW5zvNhLpv,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1zueorYV5H2dydIn3YjEhiKjT62DYEohM,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1zvCiAw3lqkAAijh8eprGtFw7F12Y8FpO,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1zvuMXcLsuvIo75Hdzo2fyePnBOx0kO3O,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1y9-GV_UIK283KNrnGy9NsgTyQ2cLsYHq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1T7O-it9q4wAMbZOaezu7VM9jwmdwH6aC,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1i6-fpb5TlY9PP23_Eu_qFmERY8dQWg82,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1yjU9mN-da2JER9z5o_ctmYr83XuH_GHc,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1Q4Tw9eorqTtpCxHEoY_1UmBA1LUYIMiF,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1mSeWGPNCC6D8nXkLUpi2CocVyXOGrABD,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1rNTBtmusQX4phU_b1oTICClY7ANuTCSA,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1MIUNfpXL_8SxPpyYzB_W_b9XE0D4pmik,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1O67sYxAmSfVyj_y34jJAJZy9OUmOg8Ue,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1WMAKfZo5WvNfLnYDiDwk__z9X5AXTEB-,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1X1dOBYcjayVQTSDLR8PQr324X69wfxcj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1H97eN6AACGzGXq_c7K4Z41SMXjoN6ESC,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1kpYq0-7cm-oQpoD_J2SynhSR5evrbc3o,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1QvnFUixqu7nzD6_sj8_SKzAnbr-DQvjA,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1ykarM4BCyICS_emUoKXmCyGAemKRNIvL,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1zUPAUDLehk76giefqB0t3yV752StkPDg,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1zX8kBsy6H_Gj32N2Q26E_8xcDbHQ_cuw,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1zYwKrQCcjlxJAPTDyLUFb95c_79Qg-1M,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1zdzWcb2i2P-zd7vmzMsA29gRRpuGxSoq,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1zfnKBg_B8Km69eK08bpJo3v7CtO7fKnf,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1zhQMAwdWqRrqgNEz3emC_XSYTViu4Qef,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zilc_XvsNkC0kxYjOb5LGviABDGC0dUU,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1zleWyutDacxNS35MOMQ8KFsuP1mGc5vi,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PS,PS,NA,Blue,Blue,Fragment,Fragment,NA,NA,NA,nominal
1zlsp39I8X-XQe5Cj6qqaE0ex5jFVybSx,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1zm1PRXpkd28AEwNce6FbQ3F8_0mbE1qo,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1ymGBJ9v_01cXpzyHWMb2QI4oxyWEJLzZ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1vWqhnIamqV2y8l0ANjnLdE2G9Gvz42ub,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1vZbufz6BYqmSwyp8-5Drbjohc5bF6Czi,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1vd_HSLcUCMiDeeQRKUlSY5Dmbbm8jKsR,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1vgPxRRY7BL2v-IyFyOb6uMZjrQ8dmHSJ,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1ypgzjhksiw3fRH9N3X6lkn_6HASp8C5l,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1yv4Pic-5jirLy5gcCEYl-h46tQVf2Uy6,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1yym-F8-TELd155tZQSOqSiLQGAMCzhom,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1z-9WAnRBt-vYY-e8JTykuDCsYZOQccQ4,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
1z4DB-B-vC_eJfLoqIQAOtZXdqzEzfLKX,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1z95E66j8Thbjx26AFiqNlFdo-y0ad6BC,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Organic Matter,cotton,NA,Red,Red,Fiber,Fiber,NA,NA,NA,nominal
1zBcCKOIiWjWQk8RA6dOk4QSfH3E0Hf67,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1vidKcy7R3axYXkYqa6CAleZ70X-sA2IS,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zFybWdVxERMnl7NlYyJ6fjWeFckeNeN2,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,Green,Green,Sphere,Sphere,NA,NA,NA,nominal
1zKcayqlD8dZfezAWPnVZ5aHJ6ODBRST1,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zOXGvQA-YBdnLg7ozitavjrXybhlrybn,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,nominal
1zUEpXoknoR_HrEWoyZkLqOVMLcST8eS5,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1x7yBJhWvATS7U6U0FvTYPNwu_hXvcvuj,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,PE,PE,NA,White,White,Sphere,Sphere,NA,NA,NA,nominal
1xF_mn0x0Wa8wivPhmu2Wz8WHA1ysQovz,,,,,,SCCWRP,SCCWRP,USA,SCCWRP Interlaboratory Comparison 2020-2022,Microplastics Image Explorer,NA,2022-01-01,Other Plastic,PS or PET,NA,White,White,Fragment,Fragment,NA,NA,NA,nominal
